Date,ID_Product,Product_Name,Product_Price,Quantity,Total
1/2/2025,29,HAZELNUT LATTE,23000,3,69000
1/2/2025,30,JAPANESE CHICKEN CURRY,31000,2,62000
1/2/2025,31,JAVANESE,33000,0,0
1/2/2025,32,KEBAB,15000,2,30000
1/2/2025,33,KOPI CREAM,23000,6,138000
1/2/2025,34,LOVELY,25000,0,0
1/2/2025,35,LUMPIA,18000,4,72000
1/2/2025,36,LYCHEE TEA,21000,2,42000
1/2/2025,37,MANGO TEA,21000,1,21000
1/2/2025,38,MATCHA CLOUD,24000,2,48000
1/2/2025,39,MILO CREAM,25000,1,25000
1/2/2025,40,MIX PLATTER,27000,5,135000
1/2/2025,41,NAKTAMALA,27000,1,27000
1/2/2025,42,PANDAN LATTE,23000,3,69000
1/2/2025,43,PEACH TEA,21000,1,21000
1/2/2025,44,PEMPEK,20000,3,60000
1/2/2025,45,PICCOLO,27000,0,0
1/2/2025,46,PISANG KEJU,20000,3,60000
1/2/2025,47,RICE BEEF BLACKPAPER,33000,1,33000
1/2/2025,48,RICE BEEF BULGOGI,33000,5,165000
1/2/2025,49,RISOL MAYO,20000,3,60000
1/2/2025,50,ROTI BAKAR,16000,1,16000
1/2/2025,51,SEA SALTED CARAMEL LATTE,28000,0,0
1/2/2025,52,SIGNATURE ERTHREE COFFEE,23000,9,207000
1/2/2025,53,SINGKONG,18000,4,72000
1/2/2025,54,SPAGHETTI BOLOGNESE,32000,1,32000
1/2/2025,55,SPAGHETTI BRULLE,32000,0,0
1/2/2025,56,SWEET HONEY KARAGE,30000,3,90000
1/2/2025,57,TARO,24000,0,0
1/2/2025,58,TIRAMISSYOU LATTE,28000,0,0
1/2/2025,59,TROPICAL MANGO,23000,1,23000
1/2/2025,60,V60,30000,1,30000
1/2/2025,61,VANILA REGAL,24000,1,24000
1/2/2025,62,VIETNAM DRIP,25000,2,50000
1/3/2025,1,AIR BIASA,5000,0,0
1/3/2025,2,AIR MINERAL (BESAR),7000,8,56000
1/3/2025,3,AIR MINERAL (KECIL),5000,0,0
1/3/2025,4,ALVREDO PASTA,35000,0,0
1/3/2025,5,AMERICANO,27000,5,135000
1/3/2025,6,APPLE FIZ,25000,0,0
1/3/2025,7,APPLE TEA,21000,0,0
1/3/2025,8,BANANAS COFFEE,28000,0,0
1/3/2025,9,BERRY TEA,21000,2,42000
1/3/2025,10,BISCOFF BUTTER,28000,6,168000
1/3/2025,11,BLACKFOREST,28000,1,28000
1/3/2025,12,BLUE PARADISE,23000,0,0
1/3/2025,13,BUTTERSCOTH LATTE,25000,3,75000
1/3/2025,14,CAKE VELVET,24000,0,0
1/3/2025,15,CAPPUCINO,30000,2,60000
1/3/2025,16,CARAMEL MACCHIATO,25000,1,25000
1/3/2025,17,CHEESECAKE,26000,1,26000
1/3/2025,18,CHESEECAKE LATTE,25000,0,0
1/3/2025,19,CHICKEN KATSU,30000,2,60000
1/3/2025,20,CHURROS,25000,0,0
1/3/2025,21,CIRENG,18000,4,72000
1/3/2025,22,COFFEE LATTE,30000,1,30000
1/3/2025,23,COOKIES N CREAM,25000,2,50000
1/3/2025,24,CROFFLE ICE CREAM,26000,1,26000
1/3/2025,25,DARK CHOCOLATE,24000,0,0
1/3/2025,26,ESPRESSO,19000,0,0
1/3/2025,27,FRENCH FRIES,19000,2,38000
1/3/2025,28,FRIED RICE ERTHREE,28000,2,56000
1/3/2025,29,HAZELNUT LATTE,23000,2,46000
1/3/2025,30,JAPANESE CHICKEN CURRY,31000,3,93000
1/3/2025,31,JAVANESE,33000,0,0
1/3/2025,32,KEBAB,15000,2,30000
1/3/2025,33,KOPI CREAM,23000,5,115000
1/3/2025,34,LOVELY,25000,0,0
1/3/2025,35,LUMPIA,18000,2,36000
1/3/2025,36,LYCHEE TEA,21000,3,63000
1/3/2025,37,MANGO TEA,21000,1,21000
1/3/2025,38,MATCHA CLOUD,24000,6,144000
1/3/2025,39,MILO CREAM,25000,3,75000
1/3/2025,40,MIX PLATTER,27000,3,81000
1/3/2025,41,NAKTAMALA,27000,1,27000
1/3/2025,42,PANDAN LATTE,23000,0,0
1/3/2025,43,PEACH TEA,21000,2,42000
1/3/2025,44,PEMPEK,20000,4,80000
1/3/2025,45,PICCOLO,27000,1,27000
1/3/2025,46,PISANG KEJU,20000,2,40000
1/3/2025,47,RICE BEEF BLACKPAPER,33000,1,33000
1/3/2025,48,RICE BEEF BULGOGI,33000,3,99000
1/3/2025,49,RISOL MAYO,20000,1,20000
1/3/2025,50,ROTI BAKAR,16000,5,80000
1/3/2025,51,SEA SALTED CARAMEL LATTE,28000,3,84000
1/3/2025,52,SIGNATURE ERTHREE COFFEE,23000,10,230000
1/3/2025,53,SINGKONG,18000,1,18000
1/3/2025,54,SPAGHETTI BOLOGNESE,32000,0,0
1/3/2025,55,SPAGHETTI BRULLE,32000,1,32000
1/3/2025,56,SWEET HONEY KARAGE,30000,0,0
1/3/2025,57,TARO,24000,0,0
1/3/2025,58,TIRAMISSYOU LATTE,28000,1,28000
1/3/2025,59,TROPICAL MANGO,23000,1,23000
1/3/2025,60,V60,30000,1,30000
1/3/2025,61,VANILA REGAL,24000,0,0
1/3/2025,62,VIETNAM DRIP,25000,3,75000
1/4/2025,1,AIR BIASA,5000,3,15000
1/4/2025,2,AIR MINERAL (BESAR),7000,15,105000
1/4/2025,3,AIR MINERAL (KECIL),5000,0,0
1/4/2025,4,ALVREDO PASTA,35000,1,35000
1/4/2025,5,AMERICANO,27000,5,135000
1/4/2025,6,APPLE FIZ,25000,0,0
1/4/2025,7,APPLE TEA,21000,0,0
1/4/2025,8,BANANAS COFFEE,28000,1,28000
1/4/2025,9,BERRY TEA,21000,1,21000
1/4/2025,10,BISCOFF BUTTER,28000,6,168000
1/4/2025,11,BLACKFOREST,28000,4,112000
1/4/2025,12,BLUE PARADISE,23000,1,23000
1/4/2025,13,BUTTERSCOTH LATTE,25000,3,75000
1/4/2025,14,CAKE VELVET,24000,2,48000
1/4/2025,15,CAPPUCINO,30000,0,0
1/4/2025,16,CARAMEL MACCHIATO,25000,1,25000
1/4/2025,17,CHEESECAKE,26000,1,26000
1/4/2025,18,CHESEECAKE LATTE,25000,3,75000
1/4/2025,19,CHICKEN KATSU,30000,2,60000
1/4/2025,20,CHURROS,25000,1,25000
1/4/2025,21,CIRENG,18000,6,108000
1/4/2025,22,COFFEE LATTE,30000,1,30000
1/4/2025,23,COOKIES N CREAM,25000,1,25000
1/4/2025,24,CROFFLE ICE CREAM,26000,2,52000
1/4/2025,25,DARK CHOCOLATE,24000,4,96000
1/4/2025,26,ESPRESSO,19000,0,0
1/4/2025,27,FRENCH FRIES,19000,1,19000
1/4/2025,28,FRIED RICE ERTHREE,28000,1,28000
1/4/2025,29,HAZELNUT LATTE,23000,1,23000
1/4/2025,30,JAPANESE CHICKEN CURRY,31000,0,0
1/4/2025,31,JAVANESE,33000,0,0
1/4/2025,32,KEBAB,15000,2,30000
1/4/2025,33,KOPI CREAM,23000,7,161000
1/4/2025,34,LOVELY,25000,0,0
1/4/2025,35,LUMPIA,18000,2,36000
1/4/2025,36,LYCHEE TEA,21000,4,84000
1/4/2025,37,MANGO TEA,21000,0,0
1/4/2025,38,MATCHA CLOUD,24000,3,72000
1/4/2025,39,MILO CREAM,25000,4,100000
1/4/2025,40,MIX PLATTER,27000,4,108000
1/4/2025,41,NAKTAMALA,27000,1,27000
1/4/2025,42,PANDAN LATTE,23000,1,23000
1/4/2025,43,PEACH TEA,21000,1,21000
1/4/2025,44,PEMPEK,20000,1,20000
1/4/2025,45,PICCOLO,27000,0,0
1/4/2025,46,PISANG KEJU,20000,1,20000
1/4/2025,47,RICE BEEF BLACKPAPER,33000,1,33000
1/4/2025,48,RICE BEEF BULGOGI,33000,1,33000
1/4/2025,49,RISOL MAYO,20000,3,60000
1/4/2025,50,ROTI BAKAR,16000,5,80000
1/4/2025,51,SEA SALTED CARAMEL LATTE,28000,1,28000
1/4/2025,52,SIGNATURE ERTHREE COFFEE,23000,20,460000
1/4/2025,53,SINGKONG,18000,3,54000
1/4/2025,54,SPAGHETTI BOLOGNESE,32000,0,0
1/4/2025,55,SPAGHETTI BRULLE,32000,1,32000
1/4/2025,56,SWEET HONEY KARAGE,30000,3,90000
1/4/2025,57,TARO,24000,0,0
1/4/2025,58,TIRAMISSYOU LATTE,28000,0,0
1/4/2025,59,TROPICAL MANGO,23000,0,0
1/4/2025,60,V60,30000,0,0
1/4/2025,61,VANILA REGAL,24000,1,24000
1/4/2025,62,VIETNAM DRIP,25000,1,25000
1/5/2025,1,AIR BIASA,5000,0,0
1/5/2025,2,AIR MINERAL (BESAR),7000,8,56000
1/5/2025,3,AIR MINERAL (KECIL),5000,0,0
1/5/2025,4,ALVREDO PASTA,35000,0,0
1/5/2025,5,AMERICANO,27000,4,108000
1/5/2025,6,APPLE FIZ,25000,0,0
1/5/2025,7,APPLE TEA,21000,0,0
1/5/2025,8,BANANAS COFFEE,28000,1,28000
1/5/2025,9,BERRY TEA,21000,0,0
1/5/2025,10,BISCOFF BUTTER,28000,3,84000
1/5/2025,11,BLACKFOREST,28000,0,0
1/5/2025,12,BLUE PARADISE,23000,0,0
1/5/2025,13,BUTTERSCOTH LATTE,25000,5,125000
1/5/2025,14,CAKE VELVET,24000,4,96000
1/5/2025,15,CAPPUCINO,30000,0,0
1/5/2025,16,CARAMEL MACCHIATO,25000,5,125000
1/5/2025,17,CHEESECAKE,26000,0,0
1/5/2025,18,CHESEECAKE LATTE,25000,4,100000
1/5/2025,19,CHICKEN KATSU,30000,0,0
1/5/2025,20,CHURROS,25000,0,0
1/5/2025,21,CIRENG,18000,5,90000
1/5/2025,22,COFFEE LATTE,30000,2,60000
1/5/2025,23,COOKIES N CREAM,25000,1,25000
1/5/2025,24,CROFFLE ICE CREAM,26000,1,26000
1/5/2025,25,DARK CHOCOLATE,24000,2,48000
1/5/2025,26,ESPRESSO,19000,0,0
1/5/2025,27,FRENCH FRIES,19000,0,0
1/5/2025,28,FRIED RICE ERTHREE,28000,1,28000
1/5/2025,29,HAZELNUT LATTE,23000,3,69000
1/5/2025,30,JAPANESE CHICKEN CURRY,31000,0,0
1/5/2025,31,JAVANESE,33000,0,0
1/5/2025,32,KEBAB,15000,0,0
1/5/2025,33,KOPI CREAM,23000,13,299000
1/5/2025,34,LOVELY,25000,0,0
1/5/2025,35,LUMPIA,18000,0,0
1/5/2025,36,LYCHEE TEA,21000,0,0
1/5/2025,37,MANGO TEA,21000,0,0
1/5/2025,38,MATCHA CLOUD,24000,1,24000
1/5/2025,39,MILO CREAM,25000,2,50000
1/5/2025,40,MIX PLATTER,27000,3,81000
1/5/2025,41,NAKTAMALA,27000,0,0
1/5/2025,42,PANDAN LATTE,23000,1,23000
1/5/2025,43,PEACH TEA,21000,0,0
1/5/2025,44,PEMPEK,20000,1,20000
1/5/2025,45,PICCOLO,27000,0,0
1/5/2025,46,PISANG KEJU,20000,0,0
1/5/2025,47,RICE BEEF BLACKPAPER,33000,0,0
1/5/2025,48,RICE BEEF BULGOGI,33000,1,33000
1/5/2025,49,RISOL MAYO,20000,1,20000
1/5/2025,50,ROTI BAKAR,16000,1,16000
1/5/2025,51,SEA SALTED CARAMEL LATTE,28000,0,0
1/5/2025,52,SIGNATURE ERTHREE COFFEE,23000,12,276000
1/5/2025,53,SINGKONG,18000,2,36000
1/5/2025,54,SPAGHETTI BOLOGNESE,32000,0,0
1/5/2025,55,SPAGHETTI BRULLE,32000,0,0
1/5/2025,56,SWEET HONEY KARAGE,30000,3,90000
1/5/2025,57,TARO,24000,1,24000
1/5/2025,58,TIRAMISSYOU LATTE,28000,0,0
1/5/2025,59,TROPICAL MANGO,23000,1,23000
1/5/2025,60,V60,30000,0,0
1/5/2025,61,VANILA REGAL,24000,1,24000
1/5/2025,62,VIETNAM DRIP,25000,0,0
1/6/2025,1,AIR BIASA,5000,0,0
1/6/2025,2,AIR MINERAL (BESAR),7000,10,70000
1/6/2025,3,AIR MINERAL (KECIL),5000,2,10000
1/6/2025,4,ALVREDO PASTA,35000,1,35000
1/6/2025,5,AMERICANO,27000,2,54000
1/6/2025,6,APPLE FIZ,25000,0,0
1/6/2025,7,APPLE TEA,21000,2,42000
1/6/2025,8,BANANAS COFFEE,28000,0,0
1/6/2025,9,BERRY TEA,21000,2,42000
1/6/2025,10,BISCOFF BUTTER,28000,1,28000
1/6/2025,11,BLACKFOREST,28000,1,28000
1/6/2025,12,BLUE PARADISE,23000,0,0
1/6/2025,13,BUTTERSCOTH LATTE,25000,2,50000
1/6/2025,14,CAKE VELVET,24000,0,0
1/6/2025,15,CAPPUCINO,30000,1,30000
1/6/2025,16,CARAMEL MACCHIATO,25000,4,100000
1/6/2025,17,CHEESECAKE,26000,2,52000
1/6/2025,18,CHESEECAKE LATTE,25000,1,25000
1/6/2025,19,CHICKEN KATSU,30000,2,60000
1/6/2025,20,CHURROS,25000,0,0
1/6/2025,21,CIRENG,18000,4,72000
1/6/2025,22,COFFEE LATTE,30000,1,30000
1/6/2025,23,COOKIES N CREAM,25000,3,75000
1/6/2025,24,CROFFLE ICE CREAM,26000,2,52000
1/6/2025,25,DARK CHOCOLATE,24000,3,72000
1/6/2025,26,ESPRESSO,19000,0,0
1/6/2025,27,FRENCH FRIES,19000,8,152000
1/6/2025,28,FRIED RICE ERTHREE,28000,0,0
1/6/2025,29,HAZELNUT LATTE,23000,2,46000
1/6/2025,30,JAPANESE CHICKEN CURRY,31000,1,31000
1/6/2025,31,JAVANESE,33000,0,0
1/6/2025,32,KEBAB,15000,1,15000
1/6/2025,33,KOPI CREAM,23000,6,138000
1/6/2025,34,LOVELY,25000,0,0
1/6/2025,35,LUMPIA,18000,1,18000
1/6/2025,36,LYCHEE TEA,21000,3,63000
1/6/2025,37,MANGO TEA,21000,0,0
1/6/2025,38,MATCHA CLOUD,24000,3,72000
1/6/2025,39,MILO CREAM,25000,4,100000
1/6/2025,40,MIX PLATTER,27000,3,81000
1/6/2025,41,NAKTAMALA,27000,0,0
1/6/2025,42,PANDAN LATTE,23000,1,23000
1/6/2025,43,PEACH TEA,21000,3,63000
1/6/2025,44,PEMPEK,20000,4,80000
1/6/2025,45,PICCOLO,27000,0,0
1/6/2025,46,PISANG KEJU,20000,2,40000
1/6/2025,47,RICE BEEF BLACKPAPER,33000,0,0
1/6/2025,48,RICE BEEF BULGOGI,33000,1,33000
1/6/2025,49,RISOL MAYO,20000,2,40000
1/6/2025,50,ROTI BAKAR,16000,1,16000
1/6/2025,51,SEA SALTED CARAMEL LATTE,28000,0,0
1/6/2025,52,SIGNATURE ERTHREE COFFEE,23000,7,161000
1/6/2025,53,SINGKONG,18000,1,18000
1/6/2025,54,SPAGHETTI BOLOGNESE,32000,1,32000
1/6/2025,55,SPAGHETTI BRULLE,32000,2,64000
1/6/2025,56,SWEET HONEY KARAGE,30000,2,60000
1/6/2025,57,TARO,24000,1,24000
1/6/2025,58,TIRAMISSYOU LATTE,28000,1,28000
1/6/2025,59,TROPICAL MANGO,23000,2,46000
1/6/2025,60,V60,30000,2,60000
1/6/2025,61,VANILA REGAL,24000,1,24000
1/6/2025,62,VIETNAM DRIP,25000,0,0
1/7/2025,1,AIR BIASA,5000,0,0
1/7/2025,2,AIR MINERAL (BESAR),7000,7,49000
1/7/2025,3,AIR MINERAL (KECIL),5000,0,0
1/7/2025,4,ALVREDO PASTA,35000,1,35000
1/7/2025,5,AMERICANO,27000,7,189000
1/7/2025,6,APPLE FIZ,25000,0,0
1/7/2025,7,APPLE TEA,21000,0,0
1/7/2025,8,BANANAS COFFEE,28000,1,28000
1/7/2025,9,BERRY TEA,21000,0,0
1/7/2025,10,BISCOFF BUTTER,28000,5,140000
1/7/2025,11,BLACKFOREST,28000,1,28000
1/7/2025,12,BLUE PARADISE,23000,0,0
1/7/2025,13,BUTTERSCOTH LATTE,25000,8,200000
1/7/2025,14,CAKE VELVET,24000,1,24000
1/7/2025,15,CAPPUCINO,30000,0,0
1/7/2025,16,CARAMEL MACCHIATO,25000,3,75000
1/7/2025,17,CHEESECAKE,26000,2,52000
1/7/2025,18,CHESEECAKE LATTE,25000,1,25000
1/7/2025,19,CHICKEN KATSU,30000,0,0
1/7/2025,20,CHURROS,25000,0,0
1/7/2025,21,CIRENG,18000,3,54000
1/7/2025,22,COFFEE LATTE,30000,3,90000
1/7/2025,23,COOKIES N CREAM,25000,1,25000
1/7/2025,24,CROFFLE ICE CREAM,26000,3,78000
1/7/2025,25,DARK CHOCOLATE,24000,4,96000
1/7/2025,26,ESPRESSO,19000,0,0
1/7/2025,27,FRENCH FRIES,19000,2,38000
1/7/2025,28,FRIED RICE ERTHREE,28000,0,0
1/7/2025,29,HAZELNUT LATTE,23000,2,46000
1/7/2025,30,JAPANESE CHICKEN CURRY,31000,1,31000
1/7/2025,31,JAVANESE,33000,0,0
1/7/2025,32,KEBAB,15000,0,0
1/7/2025,33,KOPI CREAM,23000,3,69000
1/7/2025,34,LOVELY,25000,0,0
1/7/2025,35,LUMPIA,18000,1,18000
1/7/2025,36,LYCHEE TEA,21000,3,63000
1/7/2025,37,MANGO TEA,21000,0,0
1/7/2025,38,MATCHA CLOUD,24000,3,72000
1/7/2025,39,MILO CREAM,25000,6,150000
1/7/2025,40,MIX PLATTER,27000,1,27000
1/7/2025,41,NAKTAMALA,27000,0,0
1/7/2025,42,PANDAN LATTE,23000,5,115000
1/7/2025,43,PEACH TEA,21000,1,21000
1/7/2025,44,PEMPEK,20000,3,60000
1/7/2025,45,PICCOLO,27000,2,54000
1/7/2025,46,PISANG KEJU,20000,2,40000
1/7/2025,47,RICE BEEF BLACKPAPER,33000,0,0
1/7/2025,48,RICE BEEF BULGOGI,33000,1,33000
1/7/2025,49,RISOL MAYO,20000,4,80000
1/7/2025,50,ROTI BAKAR,16000,2,32000
1/7/2025,51,SEA SALTED CARAMEL LATTE,28000,2,56000
1/7/2025,52,SIGNATURE ERTHREE COFFEE,23000,19,437000
1/7/2025,53,SINGKONG,18000,2,36000
1/7/2025,54,SPAGHETTI BOLOGNESE,32000,0,0
1/7/2025,55,SPAGHETTI BRULLE,32000,0,0
1/7/2025,56,SWEET HONEY KARAGE,30000,2,60000
1/7/2025,57,TARO,24000,1,24000
1/7/2025,58,TIRAMISSYOU LATTE,28000,1,28000
1/7/2025,59,TROPICAL MANGO,23000,0,0
1/7/2025,60,V60,30000,1,30000
1/7/2025,61,VANILA REGAL,24000,0,0
1/7/2025,62,VIETNAM DRIP,25000,2,50000
1/8/2025,1,AIR BIASA,5000,0,0
1/8/2025,2,AIR MINERAL (BESAR),7000,7,49000
1/8/2025,3,AIR MINERAL (KECIL),5000,0,0
1/8/2025,4,ALVREDO PASTA,35000,0,0
1/8/2025,5,AMERICANO,27000,6,162000
1/8/2025,6,APPLE FIZ,25000,0,0
1/8/2025,7,APPLE TEA,21000,1,21000
1/8/2025,8,BANANAS COFFEE,28000,0,0
1/8/2025,9,BERRY TEA,21000,2,42000
1/8/2025,10,BISCOFF BUTTER,28000,5,140000
1/8/2025,11,BLACKFOREST,28000,0,0
1/8/2025,12,BLUE PARADISE,23000,0,0
1/8/2025,13,BUTTERSCOTH LATTE,25000,7,175000
1/8/2025,14,CAKE VELVET,24000,1,24000
1/8/2025,15,CAPPUCINO,30000,1,30000
1/8/2025,16,CARAMEL MACCHIATO,25000,5,125000
1/8/2025,17,CHEESECAKE,26000,2,52000
1/8/2025,18,CHESEECAKE LATTE,25000,0,0
1/8/2025,19,CHICKEN KATSU,30000,4,120000
1/8/2025,20,CHURROS,25000,0,0
1/8/2025,21,CIRENG,18000,2,36000
1/8/2025,22,COFFEE LATTE,30000,4,120000
1/8/2025,23,COOKIES N CREAM,25000,2,50000
1/8/2025,24,CROFFLE ICE CREAM,26000,3,78000
1/8/2025,25,DARK CHOCOLATE,24000,2,48000
1/8/2025,26,ESPRESSO,19000,0,0
1/8/2025,27,FRENCH FRIES,19000,5,95000
1/8/2025,28,FRIED RICE ERTHREE,28000,1,28000
1/8/2025,29,HAZELNUT LATTE,23000,0,0
1/8/2025,30,JAPANESE CHICKEN CURRY,31000,1,31000
1/8/2025,31,JAVANESE,33000,0,0
1/8/2025,32,KEBAB,15000,1,15000
1/8/2025,33,KOPI CREAM,23000,9,207000
1/8/2025,34,LOVELY,25000,0,0
1/8/2025,35,LUMPIA,18000,1,18000
1/8/2025,36,LYCHEE TEA,21000,1,21000
1/8/2025,37,MANGO TEA,21000,0,0
1/8/2025,38,MATCHA CLOUD,24000,6,144000
1/8/2025,39,MILO CREAM,25000,6,150000
1/8/2025,40,MIX PLATTER,27000,3,81000
1/8/2025,41,NAKTAMALA,27000,0,0
1/8/2025,42,PANDAN LATTE,23000,1,23000
1/8/2025,43,PEACH TEA,21000,1,21000
1/8/2025,44,PEMPEK,20000,3,60000
1/8/2025,45,PICCOLO,27000,0,0
1/8/2025,46,PISANG KEJU,20000,3,60000
1/8/2025,47,RICE BEEF BLACKPAPER,33000,3,99000
1/8/2025,48,RICE BEEF BULGOGI,33000,3,99000
1/8/2025,49,RISOL MAYO,20000,1,20000
1/8/2025,50,ROTI BAKAR,16000,1,16000
1/8/2025,51,SEA SALTED CARAMEL LATTE,28000,1,28000
1/8/2025,52,SIGNATURE ERTHREE COFFEE,23000,3,69000
1/8/2025,53,SINGKONG,18000,4,72000
1/8/2025,54,SPAGHETTI BOLOGNESE,32000,1,32000
1/8/2025,55,SPAGHETTI BRULLE,32000,1,32000
1/8/2025,56,SWEET HONEY KARAGE,30000,0,0
1/8/2025,57,TARO,24000,1,24000
1/8/2025,58,TIRAMISSYOU LATTE,28000,0,0
1/8/2025,59,TROPICAL MANGO,23000,0,0
1/8/2025,60,V60,30000,1,30000
1/8/2025,61,VANILA REGAL,24000,2,48000
1/8/2025,62,VIETNAM DRIP,25000,1,25000
1/9/2025,1,AIR BIASA,5000,0,0
1/9/2025,2,AIR MINERAL (BESAR),7000,7,49000
1/9/2025,3,AIR MINERAL (KECIL),5000,0,0
1/9/2025,4,ALVREDO PASTA,35000,0,0
1/9/2025,5,AMERICANO,27000,7,189000
1/9/2025,6,APPLE FIZ,25000,0,0
1/9/2025,7,APPLE TEA,21000,0,0
1/9/2025,8,BANANAS COFFEE,28000,0,0
1/9/2025,9,BERRY TEA,21000,0,0
1/9/2025,10,BISCOFF BUTTER,28000,1,28000
1/9/2025,11,BLACKFOREST,28000,1,28000
1/9/2025,12,BLUE PARADISE,23000,0,0
1/9/2025,13,BUTTERSCOTH LATTE,25000,6,150000
1/9/2025,14,CAKE VELVET,24000,3,72000
1/9/2025,15,CAPPUCINO,30000,1,30000
1/9/2025,16,CARAMEL MACCHIATO,25000,2,50000
1/9/2025,17,CHEESECAKE,26000,0,0
1/9/2025,18,CHESEECAKE LATTE,25000,3,75000
1/9/2025,19,CHICKEN KATSU,30000,0,0
